title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Unraveling Bridging‐Oxygen‐Driven Ultrafast Amorphization in Superionic Oxyhalide Conductors via in Situ Synchrotron X‐Ray Scattering,https://onlinelibrary.wiley.com/doi/10.1002/anie.7867809?af=R,,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-06-03 06:58:10+00:00,10.1002/anie.7867809,Wei Xia,,"ABSTRACT
                  
                    The energy‐ and time‐consuming mechanochemical synthesis of high‐performance solid electrolytes (SEs) remains a critical bottleneck for the scaling of all‐solid‐state batteries. Despite the recognition that oxygen incorporation in structure serves as a viable strategy to develop high‐performance halide SEs, systematic investigations into how oxygen in structure modulates synthesis kinetics, local structure, and ion transport are scarce. Herein, we report the synthesis of amorphous oxyhalide NaTaOCl
                    4
                    as a model system, achieved via minute‐scale ball milling, a dramatic improvement over the multi‐day synthesis of conventional NaTaCl
                    6
                    . Complementary structural characterizations and ab initio molecular dynamics (AIMD) simulations demonstrate that, low‐coordinated bridging‐oxygen‐dominated Ta−O−Cl environments induce substantial lattice distortions, enabling ultrafast amorphization. Time‐resolved in situ synchrotron x‐ray scattering experiments reveal distinct reaction pathways: NaTaOCl
                    4
                    undergoes rapid fragmentation of precursors into metastable intermediates followed by bridging‐oxygen‐driven amorphous formation, whereas NaTaCl
                    6
                    experiences a moderate crystallization process prior to prolonged amorphization. By extending this design to a series of mixed‑anion oxyhalides, we establish a universal rapid synthesis strategy. For instance, NaTaO
                    0.5
                    Cl
                    5
                    exhibits high ionic conductivities of 3.39 mS cm
                    −1
                    after only 30 min of ball‐milling. This work establishes a strategy that employs oxygen as a structural bridging‐agent to develop high‐conductivity SEs and provides atomic‐scale insights into ultrafast mechanochemical reaction.",crossref,,通过原位同步加速器 X 射线散射揭示超离子卤氧化物导体中桥接氧驱动的超快非晶化,"摘要
                  
                    高性能固体电解质（SE）的耗时耗能的机械化学合成仍然是全固态电池规模化的关键瓶颈。尽管人们认识到结构中的氧掺入是开发高性能卤化物SE的可行策略，但对结构中的氧如何调节合成动力学、局部结构和离子传输的系统研究却很少。在此，我们报道了无定形卤氧化物NaTaOCl的合成
                    4
                    作为一个模型系统，通过分钟级球磨实现，比传统 NaTaCl 的多日合成有了显着改进
                    6
                    。互补的结构表征和从头算分子动力学 (AIMD) 模拟表明，低配位桥接氧主导的 Ta−O−Cl 环境会引起大量的晶格畸变，从而实现超快非晶化。时间分辨原位同步加速器 X 射线散射实验揭示了不同的反应途径：NaTaOCl
                    4
                    前体快速碎裂成亚稳态中间体，然后桥接氧驱动无定形形成，而 NaTaCl
                    6
                    在长时间的非晶化之前经历适度的结晶过程。通过将此设计扩展到一系列混合阴离子卤氧化物，我们建立了一种通用的快速合成策略。例如，Na2O
                    0.5",,2117fdf3e1ffc1e5
Light and Dark Cycles Control the Structural Evolution of Photoresponsive Supramolecular Systems,https://onlinelibrary.wiley.com/doi/10.1002/anie.4843934?af=R,,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-06-03 06:59:07+00:00,10.1002/anie.4843934,Javier Montenegro,,"ABSTRACT
                  As the supply of light on Earth is cyclic and asymmetric, living systems that rely on photochemical energy have adapted to accommodate periods of light and darkness. During the day, light energy is available, while throughout the dark phases, thermal relaxation processes can be used to increase functional and structural organization. While light‐driven supramolecular assembly has been reported, structural adaptation under alternating light/dark input remains largely unexplored in synthetic supramolecular systems. Here, we show how an oscillating light energy supply can facilitate the structural selection of self‐assembling photoswitchable peptides compared to continuous illumination. We demonstrate that polymorphic self‐assembled structures are transiently formed and sustained only under light irradiation, while alternating periods of irradiation and darkness favor the formation of a thermodynamically more stable supramolecular architecture. These findings demonstrate the key role that rest (darkness) periods can have in the self‐assembly pathway selection of molecular and self‐organized supramolecular photosystems.",crossref,,光和暗循环控制光响应超分子系统的结构演化,"摘要
                  由于地球上的光供应是周期性和不对称的，依赖光化学能的生命系统已经适应了光明和黑暗的时期。白天，可以使用光能，而在整个黑暗阶段，热弛豫过程可用于增强功能和结构组织。虽然光驱动的超分子组装已有报道，但在合成超分子系统中，光/暗交替输入下的结构适应在很大程度上仍未得到探索。在这里，我们展示了与连续照明相比，振荡光能源供应如何促进自组装光可开关肽的结构选择。我们证明，多态自组装结构仅在光照射下短暂形成和维持，而照射和黑暗的交替周期有利于形成热力学上更稳定的超分子结构。这些发现证明了休息（黑暗）时期在分子和自组织超分子光系统的自组装途径选择中可以发挥关键作用。",,b7a027f066217249
Hippocampal place cells map terrain geometry independently of behavior,https://www.science.org/doi/abs/10.1126/sciadv.adz9893?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.adz9893,Jeffrey S. Taube,,"How does the brain map uneven terrain? While spatial neurons such as hippocampal place cells and entorhinal grid cells have been extensively studied in flat, horizontal environments, the natural world is hilly and irregular. To investigate how place cells represent irregular terrain, we recorded from the hippocampus of rats foraging across either flat or ridged terrain. Place cell activity reflected terrain shape, consistent with a surface-bound cognitive map rather than a volumetric one. Place fields were elongated parallel to terrain contours, which contrasted with the movement biases of the rats, and are inconsistent with a predictive coding model. Reflecting the importance of terrain information, a third of the place cells exhibited repeating fields on each ridge. A boundary vector cell model of place cell firing replicated these results. These findings demonstrate that the cognitive map is sensitive to topography, bringing our understanding of spatial cognition closer to the real world.",crossref,,海马位置细胞独立于行为绘制地形几何形状,大脑如何绘制不平坦地形的地图？虽然海马位置细胞和内嗅网格细胞等空间神经元在平坦、水平的环境中得到了广泛研究，但自然世界是丘陵且不规则的。为了研究位置细胞如何代表不规则地形，我们记录了老鼠在平坦或山脊地形上觅食的海马体。位置细胞活动反映了地形形状，与表面认知地图而不是体积地图一致。地点场平行于地形轮廓拉长，这与大鼠的运动偏差形成对比，并且与预测编码模型不一致。三分之一的位置单元在每个山脊上呈现出重复的场，这反映了地形信息的重要性。位置细胞放电的边界矢量细胞模型复制了这些结果。这些发现表明认知地图对地形很敏感，使我们对空间认知的理解更接近现实世界。,,cdc4addee116da21
Tailoring crystallization kinetics for scalable and efficient large-area perovskite light-emitting diodes,https://www.science.org/doi/abs/10.1126/sciadv.aef3336?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aef3336,Letian Dou,,"Scalable fabrication of uniform perovskite films is a critical bottleneck for large-area perovskite light-emitting diodes (PeLEDs), hindered by coffee-ring formation and heterogeneous crystallization upon scaling. Here, we report a multimodal solvent-engineering strategy enabling highly uniform films via ambient blade coating combined with vacuum-assisted solvent evaporation. Incorporating
                    N
                    -methyl-2-pyrrolidone (NMP) and acetonitrile (ACN) into a dimethylformamide (DMF)–based system synergistically modulates evaporation dynamics: It suppresses macroscopic solute segregation through Marangoni flow–induced redistribution, while tuning precursor coordination to regulate nucleation/phase conversion and promote radiatively efficient film formation. Consequently, the ternary formulation yields films with improved uniformity, reduced trap densities, and enhanced radiative efficiency. Near-infrared (NIR) PeLEDs achieve peak external quantum efficiencies of 25.2% (10 mm
                    2
                    ), 22.1% (60 mm
                    2
                    ), and 19.0% (224 mm
                    2
                    ). A functional vein-imaging prototype is also demonstrated using a 224-mm
                    2
                    device, highlighting the impact for large-area optoelectronic applications.",crossref,,定制可扩展且高效的大面积钙钛矿发光二极管的结晶动力学,"均匀钙钛矿薄膜的可扩展制造是大面积钙钛矿发光二极管（PeLED）的关键瓶颈，受到咖啡环形成和缩放时异质结晶的阻碍。在这里，我们报告了一种多模式溶剂工程策略，通过环境刮刀涂层结合真空辅助溶剂蒸发来实现高度均匀的薄膜。纳入
                    氮
                    -甲基-2-吡咯烷酮 (NMP) 和乙腈 (ACN) 进入基于二甲基甲酰胺 (DMF) 的系统中，可协同调节蒸发动力学：它通过马兰戈尼流诱导的再分布抑制宏观溶质偏析，同时调整前体协调以调节成核/相转换并促进辐射高效的薄膜形成。因此，三元配方产生的薄膜具有改善的均匀性、降低的陷阱密度和增强的辐射效率。近红外 (NIR) PeLED 的峰值外量子效率达到 25.2%（10 mm
                    2
                    ), 22.1% (60 毫米
                    2
                    ）和 19.0%（224 毫米
                    2
                    ）。还使用 224 毫米演示了功能性静脉成像原型
                    2
                    器件，突出了对大面积光电应用的影响。",,0094f0fa55e6dd4b
Intramolecular hydrogen bond enables ultranarrowband multiple resonance luminescence with refined emission profiles,https://www.science.org/doi/abs/10.1126/sciadv.aee3727?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aee3727,Lian Duan,,"Ultrahigh-definition displays urgently demand narrowband emitters with ideal Gaussian emission profiles. Multiple resonance (MR) systems are highly competitive yet face a formidable bottleneck: The minimum achievable emission linewidth has become an elusive threshold that cannot be further broken for existing systems. Here, the study proposes a pioneering strategy via intramolecular hydrogen bond construction to break the spectral limit of indolocarbazole (ICz) emitters and develops rotary chiral ICz-fused enantiomeric isomers. This chirality-modified ICz emitter concurrently achieves an emissive peak of 466 nanometers, a full width at half maximum (FWHM) of 56 milli–electron volts, and a suppressed shoulder peak in dilute toluene, impressively achieving the narrowest emission among all reported circularly polarized MR emitters to date. The corresponding electroluminescence device exhibits ultrapure deep-blue emission with a peak wavelength of 469 nanometers and an FWHM of 15 nanometers, as well as high maximum external quantum efficiency of 32.5% with minimal roll-off (20.6% at 10,000 candelas per square meter).",crossref,,分子内氢键可实现具有精细发射曲线的超窄带多重共振发光,"超高清显示器迫切需要具有理想高斯发射曲线的窄带发射器。多谐振（MR）系统具有高度竞争力，但面临着巨大的瓶颈：可实现的最小发射线宽已成为现有系统无法进一步突破的难以捉摸的阈值。在这里，该研究提出了一种通过分子内氢键构建来打破吲哚并咔唑（ICz）发射体的光谱限制并开发旋转手性ICz融合对映异构体的开创性策略。这种手性改性的 ICz 发射器同时实现了 466 纳米的发射峰、56 毫电子伏的半峰全宽 (FWHM) 和稀甲苯中的抑制肩峰，令人印象深刻地实现了迄今为止所有报道的圆偏振 MR 发射器中最窄的发射。相应的电致发光器件表现出超纯深蓝色发射，峰值波长为 469 纳米，半高宽为 15 纳米，最大外量子效率高达 32.5%，滚降极小（每平方米 10,000 坎德拉时为 20.6%）。",,25173e6a5b12297b
Natural variation in PtoCPK3 governs drought tolerance by orchestrating xylem remodeling and lignin metabolism in Populus,https://www.science.org/doi/abs/10.1126/sciadv.aee2172?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aee2172,Deqiang Zhang,,"Drought stress severely limits the growth of perennial trees. Xylem structure is central to water conduction; however, lignin monomer composition driving xylem remodeling for drought adaptation remains enigmatic. By integrating multi-omics analyses, genotype-environment association analysis, and metabolite-based genome-wide association studies, we identified
                    PtoCPK3
                    as a key gene associated with precipitation-related traits and the aridity index in
                    Populus tomentosa
                    . This variation in association was linked to coniferyl alcohol and ferulic acid, two metabolites related to guaiacyl (G)-lignin monomer biosynthesis. Overexpressing
                    PtoCPK3
                    enhanced drought tolerance in transgenic poplar by promoting xylem remodeling associated with a decreased lignin S/G ratio. Mechanistically, drought-induced Ca
                    2+
                    signaling activates PtoCPK3 to phosphorylate PtoERF72 at Ser
                    96
                    , enhancing its activation of
                    PtoWOX13b
                    and direct repression of
                    PtoUGT72AZ2
                    . Synergistic repression of
                    PtoUGT72AZ2
                    by PtoWOX13b reduces glycosylation of G-monomer precursors, favoring ferulic acid and coniferyl alcohol accumulation. Furthermore, natural variants in
                    PtoCPK3
                    and
                    PtoERF72
                    drive geographic divergence, with the
                    PtoCPK3
                    
                      II
                    
                    _
                    PtoERF72
                    
                      CC
                    
                    genotype conferring superior drought resilience via elevated phosphorylation efficiency. This module links drought signaling to xylem remodeling, providing genetic targets for breeding drought-resilient trees.",crossref,,PtoCPK3 的自然变异通过协调杨树的木质部重塑和木质素代谢来控制耐旱性,"干旱胁迫严重限制了多年生树木的生长。木质部结构是水传导的核心；然而，木质素单体组成驱动木质部重塑以适应干旱仍然是个谜。通过整合多组学分析、基因型-环境关联分析和基于代谢物的全基因组关联研究，我们确定了
                    PtoCPK3
                    作为与降水相关性状和干旱指数相关的关键基因
                    毛白杨
                    。这种关联的变化与松柏醇和阿魏酸有关，这两种代谢物与愈创木基（G）-木质素单体生物合成有关。过度表达
                    PtoCPK3
                    通过促进与木质素 S/G 比率降低相关的木质部重塑来增强转基因杨的耐旱性。从机制上讲，干旱引起的 Ca
                    2+
                    信号传导激活 PtoCPK3 磷酸化 PtoERF72 Ser
                    96
                    ，增强其活性
                    PtoWOX13b
                    以及直接镇压
                    PtoUGT72AZ2
                    。协同镇压
                    PtoUGT72AZ2
                    PtoWOX13b 减少 G 单体前体的糖基化，有利于阿魏酸和松柏醇的积累。此外，自然变异
                    PtoCPK3
                    和
                    PtoERF72
                    推动地理差异，",,0ecab214c300a57d
Projected public health benefits of a hypothetical HSV-1 vaccine in the United States: A mathematical modeling analysis,https://www.science.org/doi/abs/10.1126/sciadv.aee0698?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aee0698,Laith J. Abu-Raddad,,"Herpes simplex virus type 1 (HSV-1) infection is highly prevalent worldwide and causes oral, genital, and neonatal herpes. Several HSV vaccine candidates are currently in development. This study used mathematical modeling to estimate the potential population-level impact of HSV-1 vaccination strategies in the United States. Infant vaccination with 70% efficacy and lifelong protection introduced in 2030 reduced oral and genital incidence rate by 47.3 and 58.3% by 2075, respectively, with annual new infections declining by 41.2 and 53.5%, corresponding to 28.5 million cumulative infections averted. The number needed to vaccinate to prevent one infection, defined from program initiation to a specified year, declined from 35.8 by 2040 to 7.2 by 2070. Addition of adolescent catch-up vaccination further reduced oral and particularly genital incidence. Lifelong protection produced approximately threefold greater impact than 15-year protection. HSV-1 vaccination could substantially reduce oral and genital HSV-1 burden, supporting prioritization of vaccine development and integration into public health strategies.",crossref,,假设的 HSV-1 疫苗在美国对公众健康的预计益处：数学模型分析,1 型单纯疱疹病毒 (HSV-1) 感染在世界范围内非常流行，可引起口腔、生殖器和新生儿疱疹。目前正在开发几种 HSV 候选疫苗。本研究使用数学模型来估计 HSV-1 疫苗接种策略对美国人群的潜在影响。 2030年推出的有效率70%和终身保护的婴儿疫苗接种，到2075年，口腔和生殖器发病率分别降低47.3%和58.3%，年度新增感染人数分别下降41.2%和53.5%，累计避免感染人数2850万人。从计划启动到特定年份，为预防一种感染而需要接种疫苗的人数从 2040 年的 35.8 人下降到 2070 年的 7.2 人。增加青少年补种疫苗接种进一步减少了口腔，特别是生殖器的发病率。终身保护产生的影响比 15 年保护大大约三倍。 HSV-1 疫苗接种可以大幅减少口腔和生殖器 HSV-1 负担，支持疫苗开发的优先顺序并纳入公共卫生战略。,,2f9de12c03428e80
Two decades of human- and climate-induced groundwater storage shifts in Brazil,https://www.science.org/doi/abs/10.1126/sciadv.aee0266?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aee0266,Otto Corrêa Rotunno Filho,,"Brazil holds the world’s largest reserves of renewable fresh water, yet recurrent water crises expose its growing vulnerability under extreme events. As the nation’s groundwater demand increases, these reserves still are poorly monitored. Here, we present a data-driven spatiotemporal reconstruction of Brazil’s groundwater behavior over the past two decades, integrating multi-satellite and in situ data into an artificial intelligence modeling framework. Results reveal groundwater variability, recharge, and emerging trends under climatological and anthropogenic stressors across the nation’s ~8.5 million km
                    2
                    of land. Brazil’s mean groundwater recharge in aquifer outcrop zones during 2002–2023 was 223 ± 16 mm year
                    −1
                    , corresponding to ~12% of mean annual precipitation in those areas. When integrated over the analyzed outcrop extent, this corresponds to a natural recharge flux of ~1900 ± 136 km
                    3
                     year
                    −1
                    . Persistent depletion or no recharge is observed in heavily exploited aquifers in eastern Brazil, further impacted by prolonged droughts and climate oscillations. Such aquifers present level declines mirroring patterns observed in intensively exploited aquifers in Bangladesh, India, Iran, and the US. As a world’s major breadbasket, Brazil plays a vital role in global food security. Results presented here are therefore critical to the nation’s sustaining agricultural productivity under increasing climate stress.",crossref,,巴西二十年来由人类和气候引起的地下水储存变化,"巴西拥有世界上最大的可再生淡水储量，但反复发生的水危机暴露了其在极端事件下日益脆弱的状况。随着国家地下水需求的增加，这些储量仍然没有得到很好的监测。在这里，我们提出了过去二十年巴西地下水行为的数据驱动时空重建，将多卫星和原位数据集成到人工智能建模框架中。结果揭示了全国约 850 万平方公里的地下水变化、补给以及气候和人为压力因素下的新趋势
                    2
                    土地。 2002 年至 2023 年期间，巴西含水层露头区的平均地下水补给量为 223 ± 16 毫米/年
                    −1
                    ，相当于这些地区年平均降水量的 12% 左右。当对分析的露头范围进行积分时，这对应于 ~1900 ± 136 km 的自然补给通量
                    3
                     年
                    −1
                    。巴西东部严重开采的含水层持续枯竭或没有补给，进一步受到长期干旱和气候波动的影响。这些含水层目前的水位下降反映了在孟加拉国、印度、伊朗和美国密集开采的含水层中观察到的模式。作为世界主要粮仓，巴西在全球粮食安全中发挥着至关重要的作用。因此，这里介绍的结果对于国家在日益严重的气候压力下维持农业生产力至关重要。",,2c0938764407bae0
Phosphorus-nitrogen systematics of first-generation planetesimals constrain life-essential element delivery to Earth,https://www.science.org/doi/abs/10.1126/sciadv.aed8749?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aed8749,Naidhruv Iyer,,"Habitability of rocky planets relies on the budgets of life-essential elements (LEEs) in their building blocks. The provenance and geochemistry of the planetesimals that supplied the LEEs to Earth remain debated. Traditional models argue LEE delivery via outer Solar System chondrites, but their 2 to 4 million-year (Myr) accretion ages preclude them as the first feedstock. To investigate the initial LEE distribution, we reconstructed the phosphorus-nitrogen (P-N) budget of the iron meteorite parent bodies (IMPBs), which accreted &lt;1 Myr of Solar System formation. High-pressure-temperature experiments of P-N partitioning between solid and liquid alloys combined with geochemical models reveal higher P/N ratios in outer Solar System IMPBs than in inner ones—a trend reversed in chondrites. This evolution reflects early refractory schreibersite delivery to the outer disk, later curtailed by Jupiter’s growth. Further modeling in combination with previous elemental and isotopic data on volatile LEEs suggests that both early and later inner Solar System planetesimals are chief contributors to Earth’s LEE inventory.",crossref,,第一代星子的磷氮系统限制了生命必需元素向地球的输送,岩石行星的宜居性取决于其构建模块中生命基本元素（LEE）的预算。向地球提供 LEE 的星子的来源和地球化学仍然存在争议。传统模型认为 LEE 是通过太阳系外球粒陨石输送的，但它们 2 到 4 百万年（Myr）的吸积年龄使它们无法作为第一种原料。为了研究初始 LEE 分布，我们重建了铁陨石母体 (IMPB) 的磷-氮 (P-N) 预算，该母体在太阳系形成过程中吸积了 <1 Myr。固体和液体合金之间的 P-N 分配的高压-温度实验与地球化学模型相结合，揭示了太阳系外 IMPB 的 P/N 比高于内部 IMPB，而球粒陨石中的趋势却相反。这种演化反映了早期难熔的施赖伯铁矿向外盘的输送，后来因木星的生长而受到限制。结合先前关于挥发性 LEE 的元素和同位素数据进行的进一步建模表明，早期和晚期的内太阳系星子都是地球 LEE 库存的主要贡献者。,,8edf6a36b9e3af8d
Lipid composition and mechanical force underlie multi-modal regulation of Piezo1 gating,https://www.science.org/doi/abs/10.1126/sciadv.aed7115?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aed7115,Roderick MacKinnon,,"Piezo1 ion channels are widely expressed cellular mechanosensors. They adopt an intrinsically curved shape when closed and are thought to open when mechanical forces applied to the membrane favor a more flattened conformation. In previous studies, Piezo1 channels in lipid vesicles adopted a somewhat flattened conformation mediated by membrane curvature; however, the ion conduction pore remained closed. In line with the closed pore, Piezo1 channels do not open and conduct ions in the kind of lipids that were used in the structural studies. Here, we show first that Piezo1 channels in cell-derived membranes retain the ability to open and conduct ions under mechanical force, and second, that in cell-derived membrane vesicles, they adopt a more completely flattened disk shape associated with large conformational changes within and around the ion conduction pathway. These conformational changes occurring in cell-derived lipid membranes suggest that mechanical force is necessary but insufficient, and that a specific membrane-derived cofactor complements mechanical force to activate Piezo1.",crossref,,脂质成分和机械力是 Piezo1 门控多模式调节的基础,Piezo1 离子通道是广泛表达的细胞机械传感器。它们在关闭时采用本质上弯曲的形状，并且当施加到膜上的机械力有利于形成更平坦的构象时，它们被认为打开。在之前的研究中，脂质囊泡中的 Piezo1 通道采用了由膜曲率介导的稍微扁平的构象；然而，离子传导孔仍然关闭。与封闭孔一致，Piezo1 通道不会打开并传导结构研究中使用的脂质种类中的离子。在这里，我们首先证明细胞源性膜中的 Piezo1 通道保留了在机械力下打开和传导离子的能力，其次，在细胞源性膜囊泡中，它们采用更完全扁平的圆盘形状，与离子传导途径内部和周围的大构象变化相关。细胞来源的脂质膜中发生的这些构象变化表明机械力是必要的但还不够，并且特定的膜来源的辅助因子补充了机械力以激活 Piezo1。,,42fabb803a1e797e
A global internal tide modeling framework for improving satellite observations of fine-scale ocean circulation,https://www.science.org/doi/abs/10.1126/sciadv.aee1885?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aee1885,Michel Tchilibou,,"Small-scale oceanic eddies and filaments mediate the vertical exchange of heat and carbon within the global ocean. The Surface Water and Ocean Topography (SWOT) mission resolves these features through wide-swath interferometry, but internal tides often mask these observations. Non–phase-locked internal tides present special difficulty because they vary with the evolving ocean background. We show that this chaotic variability can be predicted. We use a data-assimilative ocean forecast model to resolve the mesoscale environment and separate tidal signals from the broader circulation. The model captures the organized structure of these incoherent waves in the independent SWOT measurements. Correcting for the total (phase-locked plus non–phase-locked) internal tide signal reduces the error by 59% relative to current empirical methods. These findings show that non–phase-locked internal tides become predictable when the evolving ocean state is explicitly modeled. Our framework allows wide-swath altimetry to more accurately map climatically important fine-scale dynamics in the ocean.",crossref,,用于改进细尺度海洋环流卫星观测的全球内潮汐建模框架,小规模海洋涡流和细丝介导全球海洋内热量和碳的垂直交换。地表水和海洋地形（SWOT）任务通过宽幅干涉测量来解决这些特征，但内潮汐经常掩盖这些观测结果。非锁相内潮汐存在特殊困难，因为它们随着海洋背景的演变而变化。我们证明这种混乱的变化是可以预测的。我们使用数据同化海洋预报模型来解析中尺度环境，并将潮汐信号与更广泛的环流分开。该模型在独立的 SWOT 测量中捕获了这些不相干波的组织结构。相对于当前的经验方法，对总（锁相加非锁相）内潮信号进行校正可将误差减少 59%。这些发现表明，当对不断演变的海洋状态进行明确建模时，非锁相内潮汐变得可预测。我们的框架允许宽幅测高更准确地绘制海洋中气候重要的精细尺度动态。,,484bc15d773197fa
In situ proteomics unveils specialized domains for extrasynaptic signaling on neuronal cilia,https://www.science.org/doi/abs/10.1126/sciadv.aed5548?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aed5548,Maxence V. Nachury,,"Neuronal cilia have emerged as crucial signaling hubs, yet their molecular composition and integration with synaptic communication remain poorly understood. Using a newly developed
                    Arl13b-TurboID
                    mouse model, we achieved robust cilia-specific biotinylation and proteomic profiling across diverse tissues and cell types. Comparative proteomics revealed notable tissue-specific specialization, with neuronal cilia uniquely enriched in synaptic proteins, adhesion molecules, and neurotransmitter receptors. Unexpectedly, several signaling and adhesion molecules localize to neuronal cilia in discrete nanodomains maintained by active retrieval mechanisms. In the mouse cortex, expansion microscopy revealed that the NMDA receptor subunit GluN1 is organized in nanodomains on neuronal ciliary membranes, which are precisely positioned to sample neurotransmitter efflux from neighboring glutamatergic synapses. These findings establish neuronal cilia as specialized extrasynaptic signaling platforms, with nanoscale organization enabling them to integrate local synaptic cues and modulate neuronal connectivity.",crossref,,原位蛋白质组学揭示了神经元纤毛突触外信号传导的专门领域,"神经元纤毛已成为重要的信号传导中心，但其分子组成以及与突触通讯的整合仍然知之甚少。使用新开发的
                    Arl13b-TurboID
                    在小鼠模型中，我们在不同的组织和细胞类型中实现了强大的纤毛特异性生物素化和蛋白质组分析。比较蛋白质组学揭示了显着的组织特异性专业化，神经元纤毛独特地富含突触蛋白、粘附分子和神经递质受体。出乎意料的是，一些信号传导和粘附分子定位于由主动修复机制维持的离散纳米结构域中的神经元纤毛。在小鼠皮层中，扩展显微镜显示 NMDA 受体亚基 GluN1 组织在神经元纤毛膜上的纳米结构域中，这些纳米结构域被精确定位以采样来自邻近谷氨酸能突触的神经递质流出。这些发现将神经元纤毛确立为专门的突触外信号平台，其纳米级组织使它们能够整合局部突触线索并调节神经元连接。",,9abbc98e5687c52a
Granitic intrusions enhance strain localization and rapid mantle exhumation along an oceanic detachment fault,https://www.science.org/doi/abs/10.1126/sciadv.aec6950?af=R,,AAAS: Science Advances: Table of Contents,2026-06-03 07:00:00+00:00,10.1126/sciadv.aec6950,Nevio Zitellini,,"Serpentinization and magmatism weaken the lithosphere and facilitate mantle exhumation during magma-poor rifting and ultraslow seafloor spreading. However, the complex interplay and timing among these competing mechanisms along detachment faults remain poorly constrained. The International Ocean Discovery Program (IODP) Expedition 402 drilled an incipient oceanic basin in the Tyrrhenian Sea offshore Italy. Recovered cores consist of one sequence of variably deformed granitic intrusions intercalated with slivers of peridotites and another of primarily serpentinized peridotites with heterogeneous deformation and local granitic intrusions. Geochronological and geochemical data reveal that the granites crystallized at 4 million years ago at a depth of ~7 to 9 kilometers and rapidly exhumed within ~0.5 million years, requiring exhumation rates of ~2 centimeters per year. Structural observations show that these granites accommodated significant postcrystallization strain and enhanced localization of detachment faulting. Stable isotopes record serpentinization temperatures of ~200°C, suggesting that serpentinization occurred after the emplacement and deformation of granites. We conclude that weak felsic rocks may enhance strain localization along detachment faults at intermediate depths and aid continental breakup and mantle exhumation.",crossref,,花岗岩侵入增强了沿大洋滑脱断层的应变局部化和地幔快速折返,蛇纹石化和岩浆作用削弱了岩石圈，并在贫岩裂谷和超慢海底扩张期间促进地幔折返。然而，沿着分离断层的这些竞争机制之间复杂的相互作用和时间安排仍然缺乏约束。国际海洋发现计划 (IODP) 402 号探险队在意大利近海第勒尼安海钻探了一个早期大洋盆地。回收的岩心由一系列不同变形的花岗岩侵入体组成，其中夹有橄榄岩碎片，而另一组主要是蛇纹石化的橄榄岩，具有不均匀的变形和局部花岗岩侵入体。地质年代学和地球化学数据显示，花岗岩于 400 万年前在约 7 至 9 公里的深度结晶，并在约 50 万年内迅速折返，需要每年约 2 厘米的折返速度。结构观察表明，这些花岗岩具有显着的结晶后应变，并增强了滑脱断层的局部化。稳定同位素记录的蛇纹石化温度约为200°C，表明蛇纹石化发生在花岗岩的侵位和变形之后。我们得出的结论是，弱长英质岩石可能会增强沿中间深度滑脱断层的应变局部化，并有助于大陆裂解和地幔折返。,,6bcda96821f06f9e
